timestamp,symbol,bid,ask,last,volume
212400.0,BTC/USDT,43531.36,43540.07,43535.72,47.46
216000.0,BTC/USDT,42760.84,42769.4,42765.12,33.42
219600.0,BTC/USDT,42452.79,42461.28,42457.04,31.79
223200.0,BTC/USDT,42161.15,42169.58,42165.37,19.16
226800.0,BTC/USDT,42048.71,42057.12,42052.91,10.53
230400.0,BTC/USDT,42141.41,42149.84,42145.63,33.59
234000.0,BTC/USDT,42161.91,42170.34,42166.12,33.12
237600.0,BTC/USDT,42039.52,42047.93,42043.73,14.35
241200.0,BTC/USDT,41925.38,41933.76,41929.57,13.55
244800.0,BTC/USDT,42014.88,42023.29,42019.09,37.97
248400.0,BTC/USDT,42220.95,42229.39,42225.17,33.54
252000.0,BTC/USDT,42458.37,42466.86,42462.61,14.78
255600.0,BTC/USDT,42066.87,42075.29,42071.08,31.38
259200.0,BTC/USDT,41822.52,41830.88,41826.7,36.64
262800.0,BTC/USDT,41909.5,41917.88,41913.69,44.71
266400.0,BTC/USDT,42049.14,42057.55,42053.34,38.87
270000.0,BTC/USDT,42268.81,42277.27,42273.04,21.05
273600.0,BTC/USDT,42223.51,42231.95,42227.73,35.36
277200.0,BTC/USDT,42110.2,42118.62,42114.41,39.78
280800.0,BTC/USDT,42117.91,42126.33,42122.12,48.94
284400.0,BTC/USDT,41859.49,41867.87,41863.68,14.64
288000.0,BTC/USDT,41577.69,41586.0,41581.85,41.26
291600.0,BTC/USDT,41646.33,41654.66,41650.5,24.42
295200.0,BTC/USDT,41878.42,41886.79,41882.6,48.79
298800.0,BTC/USDT,41897.92,41906.31,41902.12,47.22
302400.0,BTC/USDT,41887.54,41895.92,41891.73,15.13
306000.0,BTC/USDT,42301.98,42310.44,42306.21,48.62
309600.0,BTC/USDT,42534.04,42542.55,42538.29,8.04
313200.0,BTC/USDT,42102.53,42110.96,42106.75,44.73
316800.0,BTC/USDT,42335.48,42343.95,42339.72,18.84
320400.0,BTC/USDT,42791.97,42800.53,42796.25,46.24
324000.0,BTC/USDT,42553.24,42561.75,42557.5,25.98
327600.0,BTC/USDT,42565.1,42573.61,42569.35,24.52
331200.0,BTC/USDT,42343.22,42351.69,42347.45,6.68
334800.0,BTC/USDT,42358.89,42367.36,42363.13,10.47
338400.0,BTC/USDT,42127.3,42135.72,42131.51,13.13
342000.0,BTC/USDT,42404.56,42413.05,42408.8,36.73
345600.0,BTC/USDT,42666.01,42674.55,42670.28,6.18
349200.0,BTC/USDT,42762.14,42770.69,42766.41,46.02
352800.0,BTC/USDT,42939.55,42948.14,42943.84,19.29
356400.0,BTC/USDT,42874.92,42883.49,42879.2,44.13
360000.0,BTC/USDT,43096.77,43105.39,43101.08,9.86
363600.0,BTC/USDT,43357.16,43365.83,43361.49,9.62
367200.0,BTC/USDT,43034.19,43042.8,43038.5,24.53
370800.0,BTC/USDT,42807.84,42816.4,42812.12,12.17
374400.0,BTC/USDT,42812.44,42821.0,42816.72,10.6
378000.0,BTC/USDT,42819.39,42827.96,42823.67,22.0
381600.0,BTC/USDT,42574.25,42582.77,42578.51,40.48
385200.0,BTC/USDT,42455.58,42464.08,42459.83,42.33
388800.0,BTC/USDT,42748.41,42756.96,42752.69,39.43
392400.0,BTC/USDT,42605.26,42613.78,42609.52,45.45
396000.0,BTC/USDT,42569.85,42578.37,42574.11,33.69
399600.0,BTC/USDT,42811.47,42820.04,42815.75,23.2
403200.0,BTC/USDT,42831.13,42839.7,42835.42,28.49
406800.0,BTC/USDT,42611.57,42620.09,42615.83,15.71
410400.0,BTC/USDT,42660.33,42668.87,42664.6,23.95
414000.0,BTC/USDT,42428.38,42436.87,42432.63,26.03
417600.0,BTC/USDT,42200.71,42209.15,42204.93,35.84
421200.0,BTC/USDT,42808.74,42817.3,42813.02,13.72
424800.0,BTC/USDT,42760.72,42769.27,42765.0,22.13
428400.0,BTC/USDT,42697.59,42706.13,42701.86,34.3
432000.0,BTC/USDT,42676.88,42685.42,42681.15,34.36
435600.0,BTC/USDT,42990.65,42999.25,42994.95,17.82
439200.0,BTC/USDT,42401.03,42409.51,42405.27,39.39
442800.0,BTC/USDT,42262.56,42271.01,42266.78,27.73
446400.0,BTC/USDT,42066.54,42074.96,42070.75,16.13
450000.0,BTC/USDT,42117.34,42125.77,42121.55,28.33
453600.0,BTC/USDT,42077.81,42086.23,42082.02,48.33
457200.0,BTC/USDT,41461.21,41469.51,41465.36,46.0
460800.0,BTC/USDT,41230.92,41239.17,41235.04,6.4
464400.0,BTC/USDT,41264.93,41273.19,41269.06,34.01
468000.0,BTC/USDT,41129.23,41137.46,41133.34,45.65
471600.0,BTC/USDT,40745.03,40753.18,40749.11,9.56
475200.0,BTC/USDT,40628.15,40636.28,40632.21,39.53
478800.0,BTC/USDT,40529.5,40537.61,40533.56,48.04
482400.0,BTC/USDT,40543.37,40551.47,40547.42,41.28
486000.0,BTC/USDT,40361.75,40369.82,40365.78,39.85
489600.0,BTC/USDT,40225.98,40234.02,40230.0,47.37
493200.0,BTC/USDT,39973.57,39981.56,39977.57,41.02
496800.0,BTC/USDT,40165.49,40173.53,40169.51,42.18
500400.0,BTC/USDT,40502.41,40510.51,40506.46,8.12
504000.0,BTC/USDT,40738.75,40746.9,40742.83,10.86
507600.0,BTC/USDT,40974.12,40982.32,40978.22,22.34
511200.0,BTC/USDT,41440.26,41448.55,41444.4,9.4
514800.0,BTC/USDT,41383.58,41391.85,41387.72,38.98
518400.0,BTC/USDT,41408.02,41416.3,41412.16,45.38
522000.0,BTC/USDT,41619.63,41627.96,41623.8,41.77
525600.0,BTC/USDT,41847.34,41855.71,41851.52,9.85
529200.0,BTC/USDT,41746.18,41754.53,41750.35,10.89
532800.0,BTC/USDT,41450.51,41458.8,41454.66,20.01
536400.0,BTC/USDT,41638.51,41646.84,41642.67,42.06
540000.0,BTC/USDT,41672.85,41681.18,41677.01,22.19
543600.0,BTC/USDT,42016.75,42025.15,42020.95,30.62
547200.0,BTC/USDT,42236.58,42245.03,42240.81,16.58
550800.0,BTC/USDT,42641.86,42650.39,42646.13,44.58
554400.0,BTC/USDT,42267.82,42276.28,42272.05,38.33
558000.0,BTC/USDT,42153.07,42161.5,42157.28,13.6
561600.0,BTC/USDT,42304.02,42312.48,42308.25,15.45
565200.0,BTC/USDT,41958.61,41967.0,41962.8,6.12
568800.0,BTC/USDT,41872.75,41881.13,41876.94,24.07
572400.0,BTC/USDT,41796.04,41804.4,41800.22,23.92
576000.0,BTC/USDT,41601.15,41609.47,41605.31,21.18
579600.0,BTC/USDT,41636.42,41644.75,41640.58,20.64
583200.0,BTC/USDT,41268.86,41277.11,41272.98,25.16
586800.0,BTC/USDT,41314.46,41322.72,41318.59,29.86
590400.0,BTC/USDT,41858.47,41866.84,41862.66,13.43
594000.0,BTC/USDT,41971.55,41979.95,41975.75,34.3
597600.0,BTC/USDT,41738.07,41746.41,41742.24,26.88
601200.0,BTC/USDT,41748.82,41757.17,41752.99,47.28
604800.0,BTC/USDT,42130.81,42139.24,42135.03,48.91
608400.0,BTC/USDT,42298.39,42306.85,42302.62,17.06
612000.0,BTC/USDT,42420.43,42428.92,42424.67,32.96
615600.0,BTC/USDT,42685.32,42693.86,42689.59,11.35
619200.0,BTC/USDT,42750.7,42759.26,42754.98,39.04
622800.0,BTC/USDT,42809.02,42817.58,42813.3,38.64
626400.0,BTC/USDT,42786.03,42794.58,42790.31,26.59
630000.0,BTC/USDT,42687.7,42696.24,42691.97,47.49
633600.0,BTC/USDT,42315.12,42323.58,42319.35,43.03
637200.0,BTC/USDT,42255.93,42264.39,42260.16,35.16
640800.0,BTC/USDT,42067.08,42075.49,42071.29,33.54
644400.0,BTC/USDT,41758.15,41766.5,41762.33,26.97
648000.0,BTC/USDT,41432.68,41440.97,41436.83,35.29
651600.0,BTC/USDT,41258.84,41267.09,41262.96,29.29
655200.0,BTC/USDT,41213.15,41221.39,41217.27,49.92
658800.0,BTC/USDT,41011.12,41019.33,41015.23,16.28
662400.0,BTC/USDT,41349.77,41358.04,41353.9,40.68
666000.0,BTC/USDT,41438.24,41446.53,41442.39,16.75
669600.0,BTC/USDT,41396.08,41404.36,41400.22,5.69
673200.0,BTC/USDT,41468.14,41476.43,41472.28,19.22
676800.0,BTC/USDT,41408.55,41416.83,41412.69,17.76
680400.0,BTC/USDT,41559.77,41568.08,41563.92,25.43
684000.0,BTC/USDT,41703.99,41712.33,41708.16,40.37
687600.0,BTC/USDT,41753.87,41762.22,41758.05,33.73
691200.0,BTC/USDT,41556.07,41564.38,41560.23,35.62
694800.0,BTC/USDT,41720.29,41728.63,41724.46,11.04
698400.0,BTC/USDT,41960.96,41969.35,41965.16,23.67
702000.0,BTC/USDT,41985.03,41993.42,41989.22,16.15
705600.0,BTC/USDT,41799.63,41807.99,41803.81,19.74
709200.0,BTC/USDT,42092.61,42101.02,42096.82,38.11
712800.0,BTC/USDT,41720.72,41729.07,41724.89,23.62
716400.0,BTC/USDT,41468.94,41477.23,41473.08,33.21
720000.0,BTC/USDT,41351.91,41360.18,41356.04,10.22
723600.0,BTC/USDT,41402.25,41410.53,41406.39,49.78
727200.0,BTC/USDT,41641.78,41650.11,41645.95,49.93
730800.0,BTC/USDT,41546.45,41554.76,41550.6,27.35
734400.0,BTC/USDT,41469.92,41478.22,41474.07,43.17
738000.0,BTC/USDT,40917.95,40926.14,40922.04,48.6
741600.0,BTC/USDT,41110.68,41118.9,41114.79,41.77
745200.0,BTC/USDT,40818.22,40826.39,40822.31,48.06
748800.0,BTC/USDT,41156.26,41164.5,41160.38,21.64
752400.0,BTC/USDT,40911.44,40919.63,40915.53,43.98
756000.0,BTC/USDT,40970.54,40978.74,40974.64,45.03
759600.0,BTC/USDT,40898.72,40906.9,40902.81,26.79
763200.0,BTC/USDT,40498.74,40506.84,40502.79,40.09
766800.0,BTC/USDT,40238.13,40246.18,40242.15,47.5
770400.0,BTC/USDT,40543.11,40551.22,40547.16,37.58
774000.0,BTC/USDT,40372.35,40380.43,40376.39,21.88
777600.0,BTC/USDT,40046.43,40054.44,40050.44,5.83
781200.0,BTC/USDT,39652.43,39660.36,39656.4,43.64
784800.0,BTC/USDT,39963.67,39971.67,39967.67,45.26
788400.0,BTC/USDT,39746.04,39753.99,39750.02,12.37
792000.0,BTC/USDT,39773.79,39781.75,39777.77,5.7
795600.0,BTC/USDT,39811.23,39819.19,39815.21,7.72
799200.0,BTC/USDT,39487.05,39494.95,39491.0,15.72
802800.0,BTC/USDT,40053.91,40061.92,40057.92,28.22
806400.0,BTC/USDT,40083.63,40091.65,40087.64,42.49
810000.0,BTC/USDT,39950.58,39958.57,39954.57,6.87
813600.0,BTC/USDT,40339.77,40347.84,40343.8,21.16
817200.0,BTC/USDT,40121.15,40129.18,40125.16,28.56
820800.0,BTC/USDT,40017.89,40025.89,40021.89,16.37
824400.0,BTC/USDT,39980.5,39988.49,39984.5,5.58
828000.0,BTC/USDT,40091.7,40099.72,40095.71,29.2
831600.0,BTC/USDT,39830.97,39838.94,39834.96,25.04
835200.0,BTC/USDT,39842.28,39850.25,39846.26,35.43
838800.0,BTC/USDT,39430.98,39438.87,39434.92,11.39
842400.0,BTC/USDT,39560.45,39568.36,39564.41,5.14
846000.0,BTC/USDT,39426.45,39434.33,39430.39,45.93
849600.0,BTC/USDT,39442.72,39450.61,39446.67,11.54
853200.0,BTC/USDT,39701.55,39709.49,39705.52,20.13
856800.0,BTC/USDT,39602.85,39610.77,39606.81,8.61
860400.0,BTC/USDT,39541.95,39549.86,39545.9,37.56
864000.0,BTC/USDT,39597.82,39605.74,39601.78,45.33
867600.0,BTC/USDT,40000.03,40008.04,40004.04,12.27
871200.0,BTC/USDT,39523.26,39531.16,39527.21,13.91
874800.0,BTC/USDT,39628.56,39636.48,39632.52,26.2
878400.0,BTC/USDT,39355.13,39363.0,39359.06,8.53
882000.0,BTC/USDT,39538.35,39546.26,39542.3,34.42
885600.0,BTC/USDT,39563.51,39571.42,39567.46,28.5
889200.0,BTC/USDT,39173.3,39181.14,39177.22,42.07
892800.0,BTC/USDT,39433.62,39441.51,39437.57,36.79
896400.0,BTC/USDT,39223.71,39231.56,39227.63,15.91
900000.0,BTC/USDT,39220.46,39228.3,39224.38,5.9
903600.0,BTC/USDT,39088.15,39095.97,39092.06,48.26
907200.0,BTC/USDT,39063.05,39070.86,39066.95,35.57
910800.0,BTC/USDT,38881.42,38889.19,38885.3,42.55
914400.0,BTC/USDT,38788.99,38796.75,38792.87,35.63
918000.0,BTC/USDT,38579.27,38586.99,38583.13,22.35
921600.0,BTC/USDT,38300.52,38308.19,38304.35,10.31
925200.0,BTC/USDT,38406.24,38413.93,38410.08,17.15
928800.0,BTC/USDT,38400.49,38408.17,38404.33,10.29
932400.0,BTC/USDT,38534.16,38541.86,38538.01,35.0
936000.0,BTC/USDT,38774.0,38781.75,38777.88,31.12
939600.0,BTC/USDT,38910.87,38918.65,38914.76,10.65
943200.0,BTC/USDT,39079.83,39087.64,39083.73,32.33
946800.0,BTC/USDT,39285.46,39293.32,39289.39,22.96
950400.0,BTC/USDT,39233.59,39241.43,39237.51,23.44
954000.0,BTC/USDT,38940.34,38948.13,38944.24,24.7
957600.0,BTC/USDT,39110.15,39117.97,39114.06,30.8
961200.0,BTC/USDT,38990.82,38998.62,38994.72,42.89
964800.0,BTC/USDT,38554.18,38561.89,38558.04,48.93
968400.0,BTC/USDT,38491.25,38498.95,38495.1,32.61
972000.0,BTC/USDT,38723.57,38731.32,38727.45,27.93
975600.0,BTC/USDT,38655.62,38663.35,38659.49,38.46
979200.0,BTC/USDT,38527.4,38535.1,38531.25,49.12
982800.0,BTC/USDT,38678.49,38686.23,38682.36,36.06
986400.0,BTC/USDT,38830.51,38838.27,38834.39,14.88
990000.0,BTC/USDT,38721.84,38729.58,38725.71,34.06
993600.0,BTC/USDT,38226.91,38234.55,38230.73,47.53
997200.0,BTC/USDT,37972.82,37980.41,37976.62,40.74
1000800.0,BTC/USDT,37697.45,37704.99,37701.22,8.88
1004400.0,BTC/USDT,38111.55,38119.17,38115.36,34.54
1008000.0,BTC/USDT,38268.04,38275.7,38271.87,5.74
1011600.0,BTC/USDT,38130.97,38138.6,38134.79,32.8
1015200.0,BTC/USDT,38130.88,38138.51,38134.7,33.95
1018800.0,BTC/USDT,37556.83,37564.35,37560.59,24.7
1022400.0,BTC/USDT,37467.03,37474.52,37470.78,26.74
1026000.0,BTC/USDT,37462.57,37470.07,37466.32,30.15
1029600.0,BTC/USDT,37384.84,37392.31,37388.58,20.38
1033200.0,BTC/USDT,37641.64,37649.17,37645.41,9.09
1036800.0,BTC/USDT,37751.54,37759.09,37755.31,33.38
1040400.0,BTC/USDT,38017.94,38025.55,38021.75,6.44
1044000.0,BTC/USDT,37881.3,37888.88,37885.09,43.29
1047600.0,BTC/USDT,37575.99,37583.5,37579.75,33.98
1051200.0,BTC/USDT,37628.41,37635.94,37632.18,22.94
1054800.0,BTC/USDT,37713.2,37720.74,37716.97,45.71
1058400.0,BTC/USDT,37725.9,37733.45,37729.68,40.18
1062000.0,BTC/USDT,37531.44,37538.94,37535.19,37.67
1065600.0,BTC/USDT,37423.58,37431.06,37427.32,48.48
1069200.0,BTC/USDT,37255.34,37262.79,37259.06,24.83
1072800.0,BTC/USDT,37279.01,37286.46,37282.74,28.15
1076400.0,BTC/USDT,37039.59,37047.0,37043.29,39.07
1080000.0,BTC/USDT,37220.51,37227.95,37224.23,35.87
1083600.0,BTC/USDT,37268.0,37275.46,37271.73,43.07
1087200.0,BTC/USDT,37324.29,37331.76,37328.03,11.31
1090800.0,BTC/USDT,37234.72,37242.17,37238.45,14.32
1094400.0,BTC/USDT,37583.09,37590.61,37586.85,43.39
1098000.0,BTC/USDT,37780.1,37787.66,37783.88,9.61
1101600.0,BTC/USDT,37888.98,37896.56,37892.77,49.9
1105200.0,BTC/USDT,37903.29,37910.87,37907.08,15.46
1108800.0,BTC/USDT,38057.38,38064.99,38061.18,28.15
1112400.0,BTC/USDT,37794.23,37801.79,37798.01,13.65
1116000.0,BTC/USDT,37856.98,37864.55,37860.77,44.67
1119600.0,BTC/USDT,38045.78,38053.39,38049.59,20.87
1123200.0,BTC/USDT,38067.76,38075.38,38071.57,8.48
1126800.0,BTC/USDT,37887.66,37895.24,37891.45,41.19
1130400.0,BTC/USDT,37544.02,37551.53,37547.78,25.1
1134000.0,BTC/USDT,37512.6,37520.11,37516.35,19.29
1137600.0,BTC/USDT,37661.26,37668.79,37665.03,25.44
1141200.0,BTC/USDT,37623.47,37631.0,37627.23,9.18
1144800.0,BTC/USDT,37616.4,37623.93,37620.17,43.83
1148400.0,BTC/USDT,37288.73,37296.19,37292.46,35.3
1152000.0,BTC/USDT,37393.05,37400.53,37396.79,46.78
1155600.0,BTC/USDT,37102.02,37109.44,37105.73,28.77
1159200.0,BTC/USDT,37108.52,37115.95,37112.24,20.92
1162800.0,BTC/USDT,37247.28,37254.73,37251.0,14.69
1166400.0,BTC/USDT,36985.98,36993.38,36989.68,13.29
1170000.0,BTC/USDT,37222.43,37229.87,37226.15,42.74
1173600.0,BTC/USDT,37855.3,37862.87,37859.08,36.38
1177200.0,BTC/USDT,37962.39,37969.98,37966.19,35.74
1180800.0,BTC/USDT,37966.49,37974.08,37970.29,35.23
1184400.0,BTC/USDT,38178.66,38186.3,38182.48,45.53
1188000.0,BTC/USDT,38497.96,38505.66,38501.81,17.32
1191600.0,BTC/USDT,38604.04,38611.76,38607.9,38.64
1195200.0,BTC/USDT,38219.78,38227.42,38223.6,14.8
1198800.0,BTC/USDT,38358.63,38366.31,38362.47,42.4
1202400.0,BTC/USDT,38276.4,38284.06,38280.23,15.85
1206000.0,BTC/USDT,38236.91,38244.56,38240.73,16.41
1209600.0,BTC/USDT,37785.72,37793.28,37789.5,12.81
1213200.0,BTC/USDT,37839.44,37847.01,37843.23,28.53
1216800.0,BTC/USDT,38227.43,38235.08,38231.25,25.3
1220400.0,BTC/USDT,38369.34,38377.01,38373.18,23.48
1224000.0,BTC/USDT,38297.05,38304.71,38300.88,12.76
1227600.0,BTC/USDT,38333.04,38340.7,38336.87,41.02
1231200.0,BTC/USDT,38193.57,38201.21,38197.39,39.43
1234800.0,BTC/USDT,37940.32,37947.9,37944.11,49.64
1238400.0,BTC/USDT,38105.49,38113.12,38109.31,37.18
1242000.0,BTC/USDT,37762.78,37770.33,37766.56,30.11
1245600.0,BTC/USDT,38181.15,38188.79,38184.97,27.38
1249200.0,BTC/USDT,37919.78,37927.36,37923.57,15.3
1252800.0,BTC/USDT,37818.33,37825.89,37822.11,21.94
1256400.0,BTC/USDT,37920.35,37927.94,37924.14,11.23
1260000.0,BTC/USDT,37816.27,37823.83,37820.05,44.06
1263600.0,BTC/USDT,37915.85,37923.43,37919.64,36.48
1267200.0,BTC/USDT,37582.31,37589.83,37586.07,49.51
1270800.0,BTC/USDT,37989.44,37997.04,37993.24,8.6
1274400.0,BTC/USDT,38039.59,38047.2,38043.4,37.71
1278000.0,BTC/USDT,38600.49,38608.22,38604.36,11.09
1281600.0,BTC/USDT,38553.62,38561.33,38557.47,24.56
1285200.0,BTC/USDT,38298.39,38306.05,38302.22,21.09
1288800.0,BTC/USDT,38478.99,38486.69,38482.84,27.08
1292400.0,BTC/USDT,38541.77,38549.48,38545.62,49.03
1296000.0,BTC/USDT,39012.32,39020.13,39016.23,28.36
1299600.0,BTC/USDT,38944.18,38951.97,38948.08,32.59
1303200.0,BTC/USDT,38800.52,38808.28,38804.4,44.11
1306800.0,BTC/USDT,38799.45,38807.21,38803.33,45.25
1310400.0,BTC/USDT,38798.29,38806.05,38802.17,6.11
1314000.0,BTC/USDT,38710.44,38718.18,38714.31,27.01
1317600.0,BTC/USDT,39012.27,39020.07,39016.17,19.05
1321200.0,BTC/USDT,39116.59,39124.41,39120.5,17.97
1324800.0,BTC/USDT,38886.45,38894.23,38890.34,7.67
1328400.0,BTC/USDT,39111.51,39119.33,39115.42,46.46
1332000.0,BTC/USDT,39408.18,39416.06,39412.12,16.08
1335600.0,BTC/USDT,39402.2,39410.08,39406.14,38.02
1339200.0,BTC/USDT,39339.2,39347.07,39343.13,20.46
1342800.0,BTC/USDT,39386.97,39394.84,39390.9,8.76
1346400.0,BTC/USDT,39568.83,39576.74,39572.78,33.15
1350000.0,BTC/USDT,39657.94,39665.87,39661.91,34.73
1353600.0,BTC/USDT,39876.81,39884.79,39880.8,34.31
1357200.0,BTC/USDT,39304.8,39312.66,39308.73,27.68
1360800.0,BTC/USDT,40095.27,40103.29,40099.28,32.18
1364400.0,BTC/USDT,39364.95,39372.83,39368.89,42.82
1368000.0,BTC/USDT,39798.8,39806.76,39802.78,25.88
1371600.0,BTC/USDT,39472.57,39480.46,39476.52,22.17
1375200.0,BTC/USDT,39182.44,39190.28,39186.36,22.11
1378800.0,BTC/USDT,39163.69,39171.52,39167.61,27.48
1382400.0,BTC/USDT,39786.74,39794.7,39790.72,14.07
1386000.0,BTC/USDT,39742.19,39750.14,39746.17,14.49
1389600.0,BTC/USDT,39453.62,39461.51,39457.57,22.72
1393200.0,BTC/USDT,40517.48,40525.58,40521.53,5.98
1396800.0,BTC/USDT,39789.13,39797.09,39793.11,45.38
1400400.0,BTC/USDT,40070.64,40078.65,40074.65,32.2
1404000.0,BTC/USDT,40168.59,40176.63,40172.61,49.9
1407600.0,BTC/USDT,40044.67,40052.68,40048.67,47.32
1411200.0,BTC/USDT,40384.89,40392.96,40388.92,10.82
1414800.0,BTC/USDT,40122.8,40130.83,40126.81,14.78
1418400.0,BTC/USDT,40537.57,40545.68,40541.63,48.45
1422000.0,BTC/USDT,40629.62,40637.75,40633.68,48.23
1425600.0,BTC/USDT,40354.8,40362.87,40358.84,46.84
1429200.0,BTC/USDT,40116.99,40125.02,40121.01,25.08
1432800.0,BTC/USDT,40351.16,40359.23,40355.19,38.55
1436400.0,BTC/USDT,40104.4,40112.42,40108.41,6.52
1440000.0,BTC/USDT,40245.64,40253.69,40249.67,32.05
1443600.0,BTC/USDT,40073.32,40081.34,40077.33,7.6
1447200.0,BTC/USDT,41721.04,41729.39,41725.21,15.86
1450800.0,BTC/USDT,41813.52,41821.89,41817.7,16.49
1454400.0,BTC/USDT,41112.23,41120.45,41116.34,16.57
1458000.0,BTC/USDT,40615.97,40624.09,40620.03,41.3
1461600.0,BTC/USDT,39474.7,39482.6,39478.65,31.85
1465200.0,BTC/USDT,39865.32,39873.3,39869.31,31.85
1468800.0,BTC/USDT,40169.84,40177.88,40173.86,27.48
1472400.0,BTC/USDT,39616.03,39623.95,39619.99,24.67
1476000.0,BTC/USDT,39835.01,39842.98,39838.99,44.38
1479600.0,BTC/USDT,38633.82,38641.55,38637.68,46.09
1483200.0,BTC/USDT,38504.76,38512.46,38508.61,48.86
1486800.0,BTC/USDT,38630.77,38638.5,38634.63,30.02
1490400.0,BTC/USDT,39529.0,39536.91,39532.96,18.23
1494000.0,BTC/USDT,39388.52,39396.4,39392.46,40.78
1497600.0,BTC/USDT,40160.77,40168.81,40164.79,45.75
1501200.0,BTC/USDT,40069.84,40077.86,40073.85,47.04
1504800.0,BTC/USDT,39880.19,39888.17,39884.18,48.85
1508400.0,BTC/USDT,40396.47,40404.55,40400.51,20.78
1512000.0,BTC/USDT,40221.28,40229.32,40225.3,39.47
1515600.0,BTC/USDT,40332.62,40340.69,40336.65,25.76
1519200.0,BTC/USDT,40176.53,40184.57,40180.55,49.01
1522800.0,BTC/USDT,40305.01,40313.08,40309.05,39.44
1526400.0,BTC/USDT,39728.29,39736.23,39732.26,5.49
1530000.0,BTC/USDT,40344.38,40352.45,40348.41,8.7
1533600.0,BTC/USDT,41112.5,41120.73,41116.62,34.62
1537200.0,BTC/USDT,41294.21,41302.47,41298.34,20.1
1540800.0,BTC/USDT,41566.19,41574.5,41570.35,9.65
1544400.0,BTC/USDT,40910.79,40918.97,40914.88,41.66
1548000.0,BTC/USDT,41632.49,41640.82,41636.66,9.82
